frequency,year,quarter,name,value
annual,1948,NA,bls_prod_wage_nominal,1.320773305084746
annual,1948,NA,comp_private_nominal,1.4061583030372184
annual,1948,NA,comp_private_real,14.665454694253198
annual,1948,NA,comp_private_real_index_1948,100
annual,1948,NA,productivity_nominal,1.9461560011205827
annual,1948,NA,productivity_real,20.29733252702448
annual,1948,NA,productivity_real_index_1948,100
annual,1949,NA,bls_prod_wage_nominal,1.3744632768361584
annual,1949,NA,comp_private_nominal,1.4724067793255555
annual,1949,NA,comp_private_real,15.451182252181756
annual,1949,NA,comp_private_real_index_1948,105.35767607830431
annual,1949,NA,productivity_nominal,1.9672830696335368
annual,1949,NA,productivity_real,20.644328508500077
annual,1949,NA,productivity_real_index_1948,101.70956445145487
annual,1950,NA,bls_prod_wage_nominal,1.4388912429378533
annual,1950,NA,comp_private_nominal,1.5465347268207175
annual,1950,NA,comp_private_real,16.031152656068414
annual,1950,NA,comp_private_real_index_1948,109.31234653331532
annual,1950,NA,productivity_nominal,2.1433855102077755
annual,1950,NA,productivity_real,22.218020532641575
annual,1950,NA,productivity_real_index_1948,109.4627607005001
annual,1951,NA,bls_prod_wage_nominal,1.5570091807909603
annual,1951,NA,comp_private_nominal,1.6849218849976126
annual,1951,NA,comp_private_real,16.182865562123965
annual,1951,NA,comp_private_real_index_1948,110.34683819565021
annual,1951,NA,productivity_nominal,2.351645050208115
annual,1951,NA,productivity_real,22.586421386179637
annual,1951,NA,productivity_real_index_1948,111.27778172874389
annual,1952,NA,bls_prod_wage_nominal,1.632175141242938
annual,1952,NA,comp_private_nominal,1.768034404976728
annual,1952,NA,comp_private_real,16.60584800254385
annual,1952,NA,comp_private_real_index_1948,113.23104771549303
annual,1952,NA,productivity_nominal,2.4596176972630555
annual,1952,NA,productivity_real,23.10138168700107
annual,1952,NA,productivity_real_index_1948,113.81486535850559
annual,1953,NA,bls_prod_wage_nominal,1.7288170903954805
annual,1953,NA,comp_private_nominal,1.8700492721817548
annual,1953,NA,comp_private_real,17.46749320169771
annual,1953,NA,comp_private_real_index_1948,119.10638685169795
annual,1953,NA,productivity_nominal,2.5738991896308483
annual,1953,NA,productivity_real,24.04191550754089
annual,1953,NA,productivity_real_index_1948,118.4486457790981
annual,1954,NA,bls_prod_wage_nominal,1.7717690677966105
annual,1954,NA,comp_private_nominal,1.9233452619543367
annual,1954,NA,comp_private_real,17.965312886386663
annual,1954,NA,comp_private_real_index_1948,122.50089247779373
annual,1954,NA,productivity_nominal,2.6429526108791905
annual,1954,NA,productivity_real,24.686919991728704
annual,1954,NA,productivity_real_index_1948,121.62642533869806
annual,1955,NA,bls_prod_wage_nominal,1.8361970338983056
annual,1955,NA,comp_private_nominal,1.995624749838399
annual,1955,NA,comp_private_real,18.640450960029003
annual,1955,NA,comp_private_real_index_1948,127.10448703191895
annual,1955,NA,productivity_nominal,2.7965691370859944
annual,1955,NA,productivity_real,26.121799632121927
annual,1955,NA,productivity_real_index_1948,128.69572687614283
annual,1956,NA,bls_prod_wage_nominal,1.9328389830508477
annual,1956,NA,comp_private_nominal,2.103728124754395
annual,1956,NA,comp_private_real,19.331555740986335
annual,1956,NA,comp_private_real_index_1948,131.81695449621208
annual,1956,NA,productivity_nominal,2.8870371283467287
annual,1956,NA,productivity_real,26.529530368591562
annual,1956,NA,productivity_real_index_1948,130.70451663177585
annual,1957,NA,bls_prod_wage_nominal,2.02948093220339
annual,1957,NA,comp_private_nominal,2.2208408602349534
annual,1957,NA,comp_private_real,19.766646399996965
annual,1957,NA,comp_private_real_index_1948,134.78372687444
annual,1957,NA,productivity_nominal,3.0599014480575244
annual,1957,NA,productivity_real,27.23472493035493
annual,1957,NA,productivity_real_index_1948,134.17883800294348
annual,1958,NA,bls_prod_wage_nominal,2.093908898305085
annual,1958,NA,comp_private_nominal,2.2965430040751658
annual,1958,NA,comp_private_real,19.817883791511584
annual,1958,NA,comp_private_real_index_1948,135.13310159607542
annual,1958,NA,productivity_nominal,3.198648055147129
annual,1958,NA,productivity_real,27.602546668782335
annual,1958,NA,productivity_real_index_1948,135.99100587247844
annual,1959,NA,bls_prod_wage_nominal,2.1690748587570625
annual,1959,NA,comp_private_nominal,2.3860057181043572
annual,1959,NA,comp_private_real,20.485907680693973
annual,1959,NA,comp_private_real_index_1948,139.6881863384814
annual,1959,NA,productivity_nominal,3.3619434332119855
annual,1959,NA,productivity_real,28.865170891214017
annual,1959,NA,productivity_real_index_1948,142.2116470367821
annual,1960,NA,bls_prod_wage_nominal,2.2442408192090397
annual,1960,NA,comp_private_nominal,2.4780619989875836
annual,1960,NA,comp_private_real,20.854977219202436
annual,1960,NA,comp_private_real_index_1948,142.2047775127945
annual,1960,NA,productivity_nominal,3.471010053164543
annual,1960,NA,productivity_real,29.21147074445408
annual,1960,NA,productivity_real_index_1948,143.9177818344408
annual,1961,NA,bls_prod_wage_nominal,2.2979307909604523
annual,1961,NA,comp_private_nominal,2.5428875476938297
annual,1961,NA,comp_private_real,21.190729564115248
annual,1961,NA,comp_private_real_index_1948,144.49418723047873
annual,1961,NA,productivity_nominal,3.6209795180301363
annual,1961,NA,productivity_real,30.174829316917805
annual,1961,NA,productivity_real_index_1948,148.6640142331123
annual,1962,NA,bls_prod_wage_nominal,2.3838347457627123
annual,1962,NA,comp_private_nominal,2.6453766734540736
annual,1962,NA,comp_private_real,21.830778373164684
annual,1962,NA,comp_private_real_index_1948,148.85851702722377
annual,1962,NA,productivity_nominal,3.806479655433779
annual,1962,NA,productivity_real,31.412696185618564
annual,1962,NA,productivity_real_index_1948,154.76268196224677
annual,1963,NA,bls_prod_wage_nominal,2.4482627118644067
annual,1963,NA,comp_private_nominal,2.7247518360716114
annual,1963,NA,comp_private_real,22.26960635250836
annual,1963,NA,comp_private_real_index_1948,151.85077324083872
annual,1963,NA,productivity_nominal,3.9869508590446903
annual,1963,NA,productivity_real,32.585656059499875
annual,1963,NA,productivity_real_index_1948,160.54156878059888
annual,1964,NA,bls_prod_wage_nominal,2.5341666666666667
annual,1964,NA,comp_private_nominal,2.8206547079825213
annual,1964,NA,comp_private_real,22.725654045356805
annual,1964,NA,comp_private_real_index_1948,154.96044629466604
annual,1964,NA,productivity_nominal,4.17485186893044
annual,1964,NA,productivity_real,33.63624728522155
annual,1964,NA,productivity_real_index_1948,165.71757515642628
annual,1965,NA,bls_prod_wage_nominal,2.6283333333333334
annual,1965,NA,comp_private_nominal,2.929334028852595
annual,1965,NA,comp_private_real,23.270410509576692
annual,1965,NA,comp_private_real_index_1948,158.6750018647252
annual,1965,NA,productivity_nominal,4.386371216577921
annual,1965,NA,productivity_real,34.845004991506855
annual,1965,NA,productivity_real_index_1948,171.67282915187582
annual,1966,NA,bls_prod_wage_nominal,2.734166666666667
annual,1966,NA,comp_private_nominal,3.0683417578226804
annual,1966,NA,comp_private_real,23.602628906328306
annual,1966,NA,comp_private_real_index_1948,160.94031449005962
annual,1966,NA,productivity_nominal,4.650956288576999
annual,1966,NA,productivity_real,35.77658683520768
annual,1966,NA,productivity_real_index_1948,176.26250536898706
annual,1967,NA,bls_prod_wage_nominal,2.8541666666666665
annual,1967,NA,comp_private_nominal,3.205314942887756
annual,1967,NA,comp_private_real,24.00456124629597
annual,1967,NA,comp_private_real_index_1948,163.68098873676513
annual,1967,NA,productivity_nominal,4.844608193988769
annual,1967,NA,productivity_real,36.28120673912294
annual,1967,NA,productivity_real_index_1948,178.74864438870011
annual,1968,NA,bls_prod_wage_nominal,3.025
annual,1968,NA,comp_private_nominal,3.401730981922656
annual,1968,NA,comp_private_real,24.50399436130727
annual,1968,NA,comp_private_real_index_1948,167.08649593325873
annual,1968,NA,productivity_nominal,5.20451442843033
annual,1968,NA,productivity_real,37.49014630648966
annual,1968,NA,productivity_real_index_1948,184.70479436928056
annual,1969,NA,bls_prod_wage_nominal,3.216666666666667
annual,1969,NA,comp_private_nominal,3.6270246476042747
annual,1969,NA,comp_private_real,25.06480447531409
annual,1969,NA,comp_private_real_index_1948,170.91051725205614
annual,1969,NA,productivity_nominal,5.481940898602832
annual,1969,NA,productivity_real,37.883331413109
annual,1969,NA,productivity_real_index_1948,186.6419213592229
annual,1970,NA,bls_prod_wage_nominal,3.4058333333333333
annual,1970,NA,comp_private_nominal,3.8491115940846568
annual,1970,NA,comp_private_real,25.362363216836883
annual,1970,NA,comp_private_real_index_1948,172.93949451683469
annual,1970,NA,productivity_nominal,5.851281754889663
annual,1970,NA,productivity_real,38.55495729966057
annual,1970,NA,productivity_real_index_1948,189.95085806633625
annual,1971,NA,bls_prod_wage_nominal,3.6275
annual,1971,NA,comp_private_nominal,4.1267188251113245
annual,1971,NA,comp_private_real,26.07963569772956
annual,1971,NA,comp_private_real_index_1948,177.83039286159413
annual,1971,NA,productivity_nominal,6.375605210062411
annual,1971,NA,productivity_real,40.29192883682565
annual,1971,NA,productivity_real_index_1948,198.5084925971418
annual,1972,NA,bls_prod_wage_nominal,3.9033333333333338
annual,1972,NA,comp_private_nominal,4.4688533335420635
annual,1972,NA,comp_private_real,27.426175693218443
annual,1972,NA,comp_private_real_index_1948,187.01210610241537
annual,1972,NA,productivity_nominal,6.83268582358504
annual,1972,NA,productivity_real,41.93345090286848
annual,1972,NA,productivity_real_index_1948,206.59587089602547
annual,1973,NA,bls_prod_wage_nominal,4.140000000000001
annual,1973,NA,comp_private_nominal,4.74702032558179
annual,1973,NA,comp_private_real,27.355710350810313
annual,1973,NA,comp_private_real_index_1948,186.53162088134857
annual,1973,NA,productivity_nominal,7.3826848683947555
annual,1973,NA,productivity_real,42.54428568227486
annual,1973,NA,productivity_real_index_1948,209.60530466567525
annual,1974,NA,bls_prod_wage_nominal,4.4375
annual,1974,NA,comp_private_nominal,5.1007731793567634
annual,1974,NA,comp_private_real,26.76331606452623
annual,1974,NA,comp_private_real_index_1948,182.49223513686007
annual,1974,NA,productivity_nominal,7.894816322317096
annual,1974,NA,productivity_real,41.42341897512057
annual,1974,NA,productivity_real_index_1948,204.0830681567057
annual,1975,NA,bls_prod_wage_nominal,4.735
annual,1975,NA,comp_private_nominal,5.504326074630786
annual,1975,NA,comp_private_real,26.65912913638842
annual,1975,NA,comp_private_real_index_1948,181.78181101220858
annual,1975,NA,productivity_nominal,8.781631596762125
annual,1975,NA,productivity_real,42.53211884471684
annual,1975,NA,productivity_real_index_1948,209.54536162861942
annual,1976,NA,bls_prod_wage_nominal,5.058333333333334
annual,1976,NA,comp_private_nominal,5.893768317690013
annual,1976,NA,comp_private_real,27.00648555275747
annual,1976,NA,comp_private_real_index_1948,184.1503459373832
annual,1976,NA,productivity_nominal,9.514360575101259
annual,1976,NA,productivity_real,43.59680047890065
annual,1976,NA,productivity_real_index_1948,214.79078800553992
annual,1977,NA,bls_prod_wage_nominal,5.434166666666666
annual,1977,NA,comp_private_nominal,6.372515590244876
annual,1977,NA,comp_private_real,27.426016464345036
annual,1977,NA,comp_private_real_index_1948,187.01102036128609
annual,1977,NA,productivity_nominal,10.211417508479864
annual,1977,NA,productivity_real,43.947872821305744
annual,1977,NA,productivity_real_index_1948,216.52043569169606
annual,1978,NA,bls_prod_wage_nominal,5.873333333333333
annual,1978,NA,comp_private_nominal,6.901665908124139
annual,1978,NA,comp_private_real,27.80291953509724
annual,1978,NA,comp_private_real_index_1948,189.58102639662502
annual,1978,NA,productivity_nominal,11.02905856250349
annual,1978,NA,productivity_real,44.42985676837898
annual,1978,NA,productivity_real_index_1948,218.8950528805878
annual,1979,NA,bls_prod_wage_nominal,6.335833333333333
annual,1979,NA,comp_private_nominal,7.467792916087536
annual,1979,NA,comp_private_real,27.47889168257318
annual,1979,NA,comp_private_real_index_1948,187.37156300609658
annual,1979,NA,productivity_nominal,11.928922509283693
annual,1979,NA,productivity_real,43.89430360558934
annual,1979,NA,productivity_real_index_1948,216.25651324944863
annual,1980,NA,bls_prod_wage_nominal,6.841666666666667
annual,1980,NA,comp_private_nominal,8.081182058391377
annual,1980,NA,comp_private_real,26.779745612603005
annual,1980,NA,comp_private_real_index_1948,182.60426404028857
