frequency,year,quarter,name,value
annual,1948,NA,bls_prod_wage_nominal,1.3207733050847459
annual,1948,NA,comp_private_nominal,1.4061583030372182
annual,1948,NA,comp_private_real,14.487691607050127
annual,1948,NA,comp_private_real_index_1948,100
annual,1948,NA,productivity_nominal,1.9461560011205827
annual,1948,NA,productivity_real,20.05130425396964
annual,1948,NA,productivity_real_index_1948,100
annual,1949,NA,bls_prod_wage_nominal,1.3744632768361584
annual,1949,NA,comp_private_nominal,1.4724067793255555
annual,1949,NA,comp_private_real,15.356389723027265
annual,1949,NA,comp_private_real_index_1948,105.99611131668763
annual,1949,NA,productivity_nominal,1.9672830696335368
annual,1949,NA,productivity_real,20.51767618636204
annual,1949,NA,productivity_real_index_1948,102.32589325105906
annual,1950,NA,bls_prod_wage_nominal,1.4388912429378533
annual,1950,NA,comp_private_nominal,1.5465347268207175
annual,1950,NA,comp_private_real,15.933994155122543
annual,1950,NA,comp_private_real_index_1948,109.98297442615774
annual,1950,NA,productivity_nominal,2.1433855102077755
annual,1950,NA,productivity_real,22.083365862746778
annual,1950,NA,productivity_real_index_1948,110.13431137964425
annual,1951,NA,bls_prod_wage_nominal,1.5570091807909605
annual,1951,NA,comp_private_nominal,1.6849218849976129
annual,1951,NA,comp_private_real,16.09195058705585
annual,1951,NA,comp_private_real_index_1948,111.07325461859669
annual,1951,NA,productivity_nominal,2.351645050208115
annual,1951,NA,productivity_real,22.459531378392107
annual,1951,NA,productivity_real_index_1948,112.01032657985677
annual,1952,NA,bls_prod_wage_nominal,1.632175141242938
annual,1952,NA,comp_private_nominal,1.768034404976728
annual,1952,NA,comp_private_real,16.514607079452954
annual,1952,NA,comp_private_real_index_1948,113.99060338512777
annual,1952,NA,productivity_nominal,2.4596176972630555
annual,1952,NA,productivity_real,22.97445101839118
annual,1952,NA,productivity_real_index_1948,114.57833728617844
annual,1953,NA,bls_prod_wage_nominal,1.7288170903954805
annual,1953,NA,comp_private_nominal,1.8700492721817548
annual,1953,NA,comp_private_real,17.37204241917477
annual,1953,NA,comp_private_real_index_1948,119.90897439258741
annual,1953,NA,productivity_nominal,2.5738991896308483
annual,1953,NA,productivity_real,23.91053892006799
annual,1953,NA,productivity_real_index_1948,119.2468011916697
annual,1954,NA,bls_prod_wage_nominal,1.7717690677966103
annual,1954,NA,comp_private_nominal,1.9233452619543365
annual,1954,NA,comp_private_real,17.770037746317243
annual,1954,NA,comp_private_real_index_1948,122.6561016640486
annual,1954,NA,productivity_nominal,2.6429526108791905
annual,1954,NA,productivity_real,24.41858390486209
annual,1954,NA,productivity_real_index_1948,121.78052657112237
annual,1955,NA,bls_prod_wage_nominal,1.8361970338983054
annual,1955,NA,comp_private_nominal,1.9956247498383988
annual,1955,NA,comp_private_real,18.538590572269275
annual,1955,NA,comp_private_real_index_1948,127.96096904249303
annual,1955,NA,productivity_nominal,2.7965691370859944
annual,1955,NA,productivity_real,25.979057557629456
annual,1955,NA,productivity_real_index_1948,129.56293131149448
annual,1956,NA,bls_prod_wage_nominal,1.9328389830508477
annual,1956,NA,comp_private_nominal,2.103728124754395
annual,1956,NA,comp_private_real,19.227622645604686
annual,1956,NA,comp_private_real_index_1948,132.71695151384898
annual,1956,NA,productivity_nominal,2.8870371283467287
annual,1956,NA,productivity_real,26.386898484889453
annual,1956,NA,productivity_real_index_1948,131.5969183384444
annual,1957,NA,bls_prod_wage_nominal,2.02948093220339
annual,1957,NA,comp_private_nominal,2.2208408602349534
annual,1957,NA,comp_private_real,19.66369511666365
annual,1957,NA,comp_private_real_index_1948,135.72690287729986
annual,1957,NA,productivity_nominal,3.0599014480575244
annual,1957,NA,productivity_real,27.092877404676
annual,1957,NA,productivity_real_index_1948,135.11778117531836
annual,1958,NA,bls_prod_wage_nominal,2.093908898305085
annual,1958,NA,comp_private_nominal,2.2965430040751658
annual,1958,NA,comp_private_real,19.717793469332232
annual,1958,NA,comp_private_real_index_1948,136.10031193469763
annual,1958,NA,productivity_nominal,3.198648055147129
annual,1958,NA,productivity_real,27.463139867424847
annual,1958,NA,productivity_real_index_1948,136.96435663025687
annual,1959,NA,bls_prod_wage_nominal,2.1690748587570625
annual,1959,NA,comp_private_nominal,2.3860057181043572
annual,1959,NA,comp_private_real,20.382963420991995
annual,1959,NA,comp_private_real_index_1948,140.69158823806725
annual,1959,NA,productivity_nominal,3.3619434332119855
annual,1959,NA,productivity_real,28.72011978120792
annual,1959,NA,productivity_real_index_1948,143.23317534579866
annual,1960,NA,bls_prod_wage_nominal,2.2442408192090397
annual,1960,NA,comp_private_nominal,2.4780619989875836
annual,1960,NA,comp_private_real,20.752243341275328
annual,1960,NA,comp_private_real_index_1948,143.24050997314637
annual,1960,NA,productivity_nominal,3.471010053164543
annual,1960,NA,productivity_real,29.067571873791742
annual,1960,NA,productivity_real_index_1948,144.9659907685911
annual,1961,NA,bls_prod_wage_nominal,2.2979307909604523
annual,1961,NA,comp_private_nominal,2.5428875476938297
annual,1961,NA,comp_private_real,21.190729564115248
annual,1961,NA,comp_private_real_index_1948,146.26712204312267
